Fecha / hora,Cliente,Nº  venta,Importe,Forma de pago,Revisada,Crédito,Estatus venta,V. no facturable
01/09/2023 05:57 PM,PUBLICO EN GENERAL,355448,700.00,Efectivo,0,0,Vta. enviada a web,
01/09/2023 05:58 PM,PUBLICO EN GENERAL,355450,250.00,Efectivo,0,0,Venta generada,
01/09/2023 06:01 PM,PUBLICO EN GENERAL,355453,50.00,Efectivo,0,0,Venta generada,
01/09/2023 06:01 PM,PUBLICO EN GENERAL,355454,100.00,Efectivo,0,0,Venta generada,
01/09/2023 06:03 PM,PUBLICO EN GENERAL,355452,200.00,Efectivo,0,0,Venta generada,
01/09/2023 06:04 PM,PUBLICO EN GENERAL,355473,200.00,Efectivo,0,0,Venta generada,
01/09/2023 06:04 PM,PUBLICO EN GENERAL,355455,100.00,Efectivo,0,0,Venta generada,
01/09/2023 06:11 PM,PUBLICO EN GENERAL,355459,350.00,Efectivo,0,0,Venta generada,
01/09/2023 06:12 PM,PUBLICO EN GENERAL,355456,100.00,Efectivo,0,0,Venta generada,
01/09/2023 06:15 PM,PUBLICO EN GENERAL,355457,100.00,Efectivo,0,0,Venta generada,
01/09/2023 06:20 PM,PUBLICO EN GENERAL,355460,41.00,Efectivo,0,0,Venta generada,
01/09/2023 06:20 PM,PUBLICO EN GENERAL,355458,221.00,Efectivo,0,0,Vta. enviada a web,
01/09/2023 06:22 PM,PUBLICO EN GENERAL,355461,100.00,Efectivo,0,0,Venta generada,
01/09/2023 06:28 PM,PUBLICO EN GENERAL,355463,200.00,Efectivo,0,0,Venta generada,
01/09/2023 06:33 PM,PUBLICO EN GENERAL,355464,400.00,Efectivo,0,0,Venta generada,
01/09/2023 06:33 PM,PUBLICO EN GENERAL,355462,221.00,Efectivo,0,0,Vta. enviada a web,
01/09/2023 06:35 PM,PUBLICO EN GENERAL,355467,200.00,Efectivo,0,0,Venta generada,
01/09/2023 06:36 PM,PUBLICO EN GENERAL,355465,300.00,Efectivo,0,0,Venta generada,
01/09/2023 06:38 PM,PUBLICO EN GENERAL,355466,200.00,Efectivo,0,0,Venta generada,
01/09/2023 06:43 PM,PUBLICO EN GENERAL,355469,200.00,Efectivo,0,0,Venta generada,
01/09/2023 06:44 PM,PUBLICO EN GENERAL,355468,200.00,Efectivo,0,0,Venta generada,
01/09/2023 06:45 PM,PUBLICO EN GENERAL,355470,150.00,Efectivo,0,0,Venta generada,
01/09/2023 06:47 PM,PUBLICO EN GENERAL,355471,100.00,Efectivo,0,0,Venta generada,
01/09/2023 06:48 PM,PUBLICO EN GENERAL,355478,110.50,Efectivo,0,0,Venta generada,
01/09/2023 06:49 PM,PUBLICO EN GENERAL,355472,100.00,Efectivo,0,0,Venta generada,
01/09/2023 06:55 PM,PUBLICO EN GENERAL,355474,200.00,Efectivo,0,0,Venta generada,
01/09/2023 07:00 PM,PUBLICO EN GENERAL,355477,110.50,Efectivo,0,0,Venta generada,
01/09/2023 07:04 PM,PUBLICO EN GENERAL,355475,300.00,Efectivo,0,0,Vta. enviada a web,
01/09/2023 07:04 PM,PUBLICO EN GENERAL,355476,"1,000.00",Tarjeta de Debito,0,0,Vta. enviada a web,
01/09/2023 07:06 PM,PUBLICO EN GENERAL,355480,100.00,Efectivo,0,0,Venta generada,
01/09/2023 07:06 PM,PUBLICO EN GENERAL,355479,150.00,Efectivo,0,0,Venta generada,
01/09/2023 07:07 PM,PUBLICO EN GENERAL,355482,241.90,Efectivo,0,0,Venta generada,
01/09/2023 07:09 PM,PUBLICO EN GENERAL,355484,200.00,Tarjeta de Debito,0,0,Venta generada,
01/09/2023 07:11 PM,PUBLICO EN GENERAL,355481,250.00,Tarjeta de Debito,0,0,Vta. enviada a web,
01/09/2023 07:13 PM,PUBLICO EN GENERAL,355483,150.00,Efectivo,0,0,Venta generada,
01/09/2023 07:16 PM,PUBLICO EN GENERAL,355496,100.00,Efectivo,0,0,Venta generada,
01/09/2023 07:17 PM,PUBLICO EN GENERAL,355486,200.00,Efectivo,0,0,Venta generada,
01/09/2023 07:17 PM,PUBLICO EN GENERAL,355488,150.00,Efectivo,0,0,Venta generada,
01/09/2023 07:23 PM,PUBLICO EN GENERAL,355485,200.00,Tarjeta de Debito,0,0,Vta. enviada a web,
01/09/2023 07:23 PM,PUBLICO EN GENERAL,355487,100.00,Efectivo,0,0,Venta generada,
01/09/2023 07:24 PM,PUBLICO EN GENERAL,355489,300.00,Efectivo,0,0,Venta generada,
01/09/2023 07:25 PM,PUBLICO EN GENERAL,355491,100.00,Efectivo,0,0,Venta generada,
01/09/2023 07:25 PM,PUBLICO EN GENERAL,355490,150.00,Efectivo,0,0,Venta generada,
01/09/2023 07:27 PM,PUBLICO EN GENERAL,355492,200.00,Efectivo,0,0,Venta generada,
01/09/2023 07:28 PM,PUBLICO EN GENERAL,355493,39.96,Efectivo,0,0,Venta generada,
01/09/2023 07:29 PM,PUBLICO EN GENERAL,355494,150.00,Efectivo,0,0,Venta generada,
01/09/2023 07:30 PM,PUBLICO EN GENERAL,355498,88.40,Efectivo,0,0,Venta generada,
01/09/2023 07:30 PM,PUBLICO EN GENERAL,355497,150.00,Efectivo,0,0,Venta generada,
01/09/2023 07:31 PM,PUBLICO EN GENERAL,355495,200.00,Efectivo,0,0,Venta generada,
01/09/2023 07:36 PM,PUBLICO EN GENERAL,355499,200.00,Efectivo,0,0,Venta generada,
01/09/2023 07:37 PM,PUBLICO EN GENERAL,355504,100.00,Efectivo,0,0,Venta generada,
01/09/2023 07:39 PM,PUBLICO EN GENERAL,355500,200.00,Efectivo,0,0,Venta generada,
01/09/2023 07:40 PM,PUBLICO EN GENERAL,355510,110.50,Efectivo,0,0,Venta generada,
01/09/2023 07:42 PM,PUBLICO EN GENERAL,355503,100.00,Efectivo,0,0,Venta generada,
01/09/2023 07:46 PM,PUBLICO EN GENERAL,355501,300.00,Efectivo,0,0,Venta generada,
01/09/2023 07:49 PM,PUBLICO EN GENERAL,355502,442.00,Tarjeta de Debito,0,0,Vta. enviada a web,
01/09/2023 07:50 PM,PUBLICO EN GENERAL,355505,100.00,Efectivo,0,0,Venta generada,
01/09/2023 07:51 PM,PUBLICO EN GENERAL,355507,150.00,Efectivo,0,0,Venta generada,
01/09/2023 07:51 PM,PUBLICO EN GENERAL,355506,221.00,Efectivo,0,0,Venta generada,
01/09/2023 07:53 PM,PUBLICO EN GENERAL,355526,200.00,Efectivo,0,0,Venta generada,
01/09/2023 08:01 PM,PUBLICO EN GENERAL,355509,150.00,Efectivo,0,0,Venta generada,
01/09/2023 08:03 PM,PUBLICO EN GENERAL,355508,442.00,Tarjeta de Debito,0,0,Vta. enviada a web,
01/09/2023 08:10 PM,PUBLICO EN GENERAL,355518,100.00,Efectivo,0,0,Venta generada,
01/09/2023 08:31 PM,PUBLICO EN GENERAL,355511,400.00,Tarjeta de Debito,0,0,Vta. enviada a web,
01/09/2023 08:35 PM,PUBLICO EN GENERAL,355512,100.00,Efectivo,0,0,Venta generada,
01/09/2023 08:35 PM,PUBLICO EN GENERAL,355513,100.00,Efectivo,0,0,Venta generada,
01/09/2023 08:36 PM,PUBLICO EN GENERAL,355515,442.00,Efectivo,0,0,Venta generada,
01/09/2023 08:38 PM,PUBLICO EN GENERAL,355514,200.00,Tarjeta de Debito,0,0,Vta. enviada a web,
01/09/2023 08:42 PM,PUBLICO EN GENERAL,355517,170.00,Efectivo,0,0,Venta generada,
01/09/2023 08:46 PM,PUBLICO EN GENERAL,355516,221.00,Efectivo,0,0,Venta generada,
01/09/2023 08:48 PM,PUBLICO EN GENERAL,355520,200.00,Efectivo,0,0,Venta generada,
01/09/2023 08:57 PM,PUBLICO EN GENERAL,355525,100.00,Efectivo,0,0,Venta generada,
01/09/2023 08:58 PM,PUBLICO EN GENERAL,355519,500.00,Tarjeta de Debito,0,0,Vta. enviada a web,
01/09/2023 08:58 PM,PUBLICO EN GENERAL,355521,200.00,Tarjeta de Debito,0,0,Vta. enviada a web,
01/09/2023 09:03 PM,PUBLICO EN GENERAL,355522,200.00,Efectivo,0,0,Venta generada,
01/09/2023 09:07 PM,PUBLICO EN GENERAL,355524,150.00,Efectivo,0,0,Venta generada,
01/09/2023 09:12 PM,PUBLICO EN GENERAL,355523,550.05,Efectivo,0,0,Vta. enviada a web,
01/09/2023 09:12 PM,PUBLICO EN GENERAL,355533,50.00,Efectivo,0,0,Venta generada,
01/09/2023 09:13 PM,PUBLICO EN GENERAL,355529,221.00,Efectivo,0,0,Venta generada,
01/09/2023 09:17 PM,PUBLICO EN GENERAL,355528,500.00,Efectivo,0,0,Venta generada,
01/09/2023 09:19 PM,PUBLICO EN GENERAL,355537,221.00,Efectivo,0,0,Venta generada,
01/09/2023 09:21 PM,PUBLICO EN GENERAL,355527,151.00,Efectivo,0,0,Vta. enviada a web,
01/09/2023 09:22 PM,PUBLICO EN GENERAL,355530,200.00,Efectivo,0,0,Venta generada,
01/09/2023 09:24 PM,PUBLICO EN GENERAL,355539,100.00,Efectivo,0,0,Venta generada,
01/09/2023 09:30 PM,PUBLICO EN GENERAL,355531,200.00,Efectivo,0,0,Venta generada,
01/09/2023 09:40 PM,PUBLICO EN GENERAL,355532,110.50,Efectivo,0,0,Vta. enviada a web,
01/09/2023 09:45 PM,PUBLICO EN GENERAL,355534,100.00,Efectivo,0,0,Venta generada,
01/09/2023 09:49 PM,PUBLICO EN GENERAL,355536,300.00,Efectivo,0,0,Venta generada,
01/09/2023 09:51 PM,PUBLICO EN GENERAL,355535,221.00,Efectivo,0,0,Vta. enviada a web,
01/09/2023 10:09 PM,PUBLICO EN GENERAL,355540,200.00,Efectivo,0,0,Venta generada,
01/09/2023 10:14 PM,PUBLICO EN GENERAL,355541,50.00,Efectivo,0,0,Venta generada,
01/09/2023 10:26 PM,PUBLICO EN GENERAL,355538,370.00,Efectivo,0,0,Venta generada,
01/09/2023 10:44 PM,PUBLICO EN GENERAL,355542,100.00,Efectivo,0,0,Venta generada,
